" ";"GDP251";"GDP252";"GDP253";"GDP254";"GDP255";"GDP256";"GDP257";"GDP258";"GDP259";"GDP260";"GDP261";"GDP263";"GDP264";"GDP265";"GDP266";"GDP267";"LBOUT";"LBPUR7";"LBMNU";"LBLCPU";"GDP272A";"GDP273A";"GDP274A";"GDP274_1";"GDP274_2";"GDP274_3";"GDP275A";"GDP275_1";"GDP275_2";"GDP275_3";"GDP275_4";"GDP276A";"GDP276_1";"GDP276_2";"GDP276_3";"GDP276_4";"GDP276_5";"GDP276_6";"GDP276_7";"GDP276_8";"GDP277A";"GDP278A";"GDP279A";"GDP280A";"GDP281A";"GDP282A";"GDP284A";"GDP285A";"GDP286A";"GDP287A";"GDP288A";"IPS10";"IPS11";"IPS299";"IPS12";"IPS13";"IPS18";"IPS25";"IPS32";"IPS34";"IPS38";"IPS43";"IPS306";"PMP";"UTL11";"CES275R";"CES277R";"CES278.R";"CES002";"CES003";"CES006";"CES011";"CES015";"CES017";"CES033";"CES046";"CES048";"CES049";"CES053";"CES088";"CES140";"LHEL";"LHELX";"LHEM";"LHNAG";"LHUR";"LHU680";"LHU5";"LHU14";"LHU15";"LHU26";"LHU27";"CES151";"CES155";"HSBR";"HSFR";"HSNE";"HSMW";"HSSOU";"HSWST";"FYFF";"FYGM3";"FYGM6";"FYGT1";"FYGT5";"FYGT10";"FYAAAC";"FYBAAC";"Sfygm6";"Sfygt1";"Sfygt10";"sFYAAAC";"sFYBAAC";"FM1";"MZMSL";"FM2";"FMFBA";"FMRRA";"BUSLOANS";"CCINRV";"CPIAUCSL";"CPILFESL";"PCEPILFE";"PSCCOMR";"PW561R";"PMCP";"EXRUS";"EXRSW";"EXRJAN";"EXRUK";"EXRCAN";"FSPCOM";"FSPIN";"FSDXP";"FSPXE";"FSDJ";"HHSNTN";"PMI";"PMNO";"PMDEL";"PMNV";"MOCMQ";"MSONDQ"
"GDP276_6";0.997601811971283;0.982439921933959;0.986631492675183;0.722062793593362;0.930292111002993;0.998259112049625;0.99176370162384;0.990346926670408;0.948109980485473;0.998323419858935;0.952963271300732;0.999737038788273;0.998944568847349;0.610997785171254;0.685536780381052;0.822868742106537;0.761430285498724;0.883119672759423;0.993832776905326;0.99253761304513;0.767110157441118;0.999695689150923;0.722997819995749;0.942111620748399;0.999275877014956;0.986922392423189;0.999816947793431;0.741599743066123;0.987681501456041;0.999918237077993;0.997960795188005;0.542336617878506;0.877710768378838;0.999979302682013;0.999977345467291;0.984548451633727;0.999872281632457;0;0.998619189146818;0.981265959301959;0.741037551605766;0.9427380102896;0.992567460502031;0.980672917352399;0.993044611736483;0.120133750048096;0.359807254512568;0.998799372019707;0.988520030918487;0.997019394769035;0.710088095082158;0.987384056131741;0.986821111553732;0.976986828195004;0.91797788664738;0.915456612181554;0.878685566548352;0.996176955741471;0.986693322070885;0.979188353195353;0.990224131993825;0.986190424285698;0.593462232863445;0.99856958333221;0.990425847047311;0.955469608000269;0.966277450073143;0.832680118657866;0.968155785675655;0.974597656840205;0.997582128874663;0.97493855069295;0.946068138895566;0.93468267674309;0.84238575100634;0.94563565105591;0.994646691409616;0.974748400994092;0.994901781024741;0.925503389085709;0.977580532210553;0.914617629310849;0.768670658298755;0.997146487922691;0.994701133957892;0.999554414610121;0.855623991909506;0.998839600533909;0.99998480725134;0.997724108045274;0.998140425451206;0.999077439620425;0.991833445510363;0.969477444691005;0.42407691130938;0.301987202957342;0.989168019233349;0.80641479578165;0.835171095511404;0.306504256430691;0.797654185011791;0.805135360406721;0.821388053847244;0.837130894265131;0.981013092060309;0.959064191860748;0.959771214489239;0.967036821478263;0.479500373167932;0.996231736501136;0.77441064955293;0.971223973232053;0.999885921485104;0.937001216638854;0.998846623853322;0.820982594600488;0.982453139593068;0.970277044668559;0.987584779771057;0.999935962580505;0.999999673769345;0.999430830858708;0.939190584356872;0.99298358833291;0.945148036120843;0.985675953490342;0.775051506830313;0.080991184502576;0.973503985144751;0.963843496094345;0.988679984315646;0.994781969072831;0.99568141527222;0.94531755308311;0.894007836471211;0.96745827301362;0.79626064745569;0.997524057593122;0.996721343428259;0.963012816818451;0.997061501817866;0.967021743519554;0.990516384400242
"GDP276_7";0.997340814602561;0.762348824733147;0.969690200350729;0.299755758616437;0.898366048368491;0.999999539610328;0.959575502492806;0.971126219362556;0.840538567705689;0.978155387998328;0.985108288058913;0.622590173477358;0.999995819477447;0.486806075745969;0.951802189034285;0.953213906322327;0.841244807010208;0.596978218013289;0.979112865809063;0.998876985033754;0.953346657148524;0.893871042760721;0.992139054078985;0.99937770875802;0.965433114557523;0.982637428722481;0.988581281232247;0.994767158498565;0.937846821349023;0.999999662388371;0.999982888042179;0.999190611022516;0.999958057376404;0.998598401558721;0.999646538897282;0.999727495791541;0.999545255735823;0.998591009804465;0;0.90214566754643;0.940623749810456;0.992321967945469;0.999925937850846;0.999892567120091;0.99624052298107;0.852221294077726;0.862073454870653;0.999977573989224;0.999951143895863;0.99998249771885;0.996579623459154;0.993809017993036;0.954396849812372;0.94500098992363;0.977858411003592;0.878621867402883;0.993688834927885;0.990383744449582;0.997013316773568;0.990849249573469;0.988941242410342;0.973459363634327;0.576323731890325;0.991328094376731;0.958703398049682;0.954646365349502;0.68673619666268;0.786776687837581;0.952620655244716;0.870649146809638;0.993493837949346;0.948589985225943;0.842984631558096;0.832093386789011;0.36197526996498;0.999168499824276;0.91621533532876;0.954391874939529;0.995789540489811;0.894403423929483;0.920656714366535;0.993441759111131;0.409171186274346;0.864100263778609;0.88254511488765;0.999748941338999;0.918589700200603;0.999206223666652;0.999997102473364;0.999304693226142;0.99999336402443;0.990977325577874;0.929110078081423;0.385117201905464;0.684766964588646;0.18399688410949;0.985739089255681;0.574665152554784;0.779508175905197;0.701273374411005;0.997076563506776;0.999271316781315;0.99907215133449;0.999628262875938;0.999975376780363;0.999997885228053;0.999996730691111;0.999999066752276;0.932995964308429;0.982494886996996;0.970556956505875;0.401156697493989;0.939545785157082;0.966609438664305;0.992831436370404;0.977217570397572;0.991424133373574;0.983040359240346;0.994288771791494;0.99880248197919;0.999948974317059;0.999973847901932;0.985810884333788;0.629513585935404;0.999997692024399;0.8303688169597;0.775023679507105;0.566199510298278;0.883163404772006;0.990065659329542;0.767381651489425;0.995313767523478;0.996831859817484;0.974586006150219;0.967215476200074;0.958971592726007;0.742961633057722;0.975766542561214;0.983709956093547;0.79628837440799;0.882594455687657;0.978165346823828;0.669197836156895
"GDP276_8";0.815168098421949;0.99459006685196;0.999237175585681;0.860371687384084;0.938804091816857;0.91451878478066;0.895373800883518;0.883829228886572;0.947588480636885;0.989247559631315;0.736878117907328;0.991158646895982;0.943286480666448;0.591382795545171;0.544215575001765;0.859703783192698;0.926232548888664;0.974028937737398;0.722261201920116;0.999989011830388;0.998368254983451;0.944995570202398;0.999998722525555;0.999947480377276;0.999999464278494;0.999995144045803;0.980010941960875;0.955092256999262;0.988355980502892;0.990251261830249;0.999999238413929;0.999996098997725;0.999957349438442;0.999999363256042;0.99993816158341;0.999848183405295;0.999991312022908;0.999997473742474;0.9993211001427;0;0.999911309435759;0.999843822504738;0.999970459610116;0.999999397503172;0.997761381882658;0.859664620157337;0.996945964039887;0.940130406372661;0.999752792151721;0.999974151488685;0.919201154474498;0.3586974141571;0.545791880565833;0.388868770774252;0.913858649658822;0.84999929984994;0.889414159093812;0.872371398981217;0.146022254030817;0.394909157381464;0.984350200552797;0.521618889388874;0.936881778757979;0.786060988192055;0.760111768027455;0.524284393783896;0.700724986341277;0.756932323930222;0.674136167384951;0.723307900665008;0.999620135355622;0.682031672953177;0.385868453411463;0.36874646562768;0.903045770839368;0.281786334104156;0.369369562510166;0.72049111895111;0.519395139385091;0.833187056281676;0.988408144226368;0.774978166495891;0.473540751720478;0.622145083447909;0.616028089623163;0.937946564627695;0.84647947746264;0.994502284398151;0.994547746478805;0.99954770030918;0.998987445645454;0.99923068687796;0.48367536820468;0.935371928032326;0.586669353424861;0.503963461087314;0.962965428957174;0.933881847006065;0.920593905088864;0.649181396619184;0.967384970443218;0.997191150347949;0.995035432497772;0.998322405740886;0.999936629687049;0.999994863077556;0.999968936105507;0.99999182377694;0.891790935346074;0.999198742449901;0.817737905553633;0.988862508227074;0.995539643968698;0.988137129517643;0.999976537359978;0.98162324571328;0.993157460254641;0.944545185584701;0.993205487637839;0.434899247510806;0.998699144571987;0.999993281971795;0.999984150803595;0.717596483085319;0.989732040396003;0.235868000851665;0.919981657299928;0.35948826614687;0.944545680605996;0.979334612918101;0.871741304631798;0.993186872082967;0.993300395594521;0.997653818605646;0.992457044217744;0.978486916202338;0.921549084374317;0.861077069417065;0.936332660834624;0.420338204791824;0.93593829597923;0.843650799007885;0.863650174535799
"GDP277A";0.957770254166597;0.97676135734947;0.980261332204818;0.591143987078496;0.977370643986745;0.963650342460685;0.968463420151385;0.953691019948081;0.879756931764975;0.997937443768729;0.671291490193674;0.411082679246473;0.999664886046744;0.523874493971352;0.669172636505802;0.936484900699275;0.318730843217983;0.611068632845107;0.887880864940619;0.999999944290516;0.985193644764816;0.798953132466377;0.999991391141914;0.999966267020954;0.99988264676677;0.99999400580422;0.917834691289297;0.748033649079514;0.908747463688714;0.99813807167488;0.999179117391438;0.999810377677372;0.99999968917765;0.999995405116504;0.999998952279311;0.980888847784014;0.999280558850946;0.999689290148948;0.921143036383325;0.84115178852783;0;0.879518587333311;0.999752368638241;0.999118994895998;0.99973593013589;0.776527654263495;0.150533614020388;0.999893798814555;0.99501661553622;0.9999999215033;0.916335246408269;0.931880569950352;0.900641203090036;0.813259107992507;0.972425183363001;0.960262613672827;0.99398072369414;0.854144611408882;0.943358309724242;0.981626641015097;0.934859541162337;0.966219325452938;0.952696299342249;0.98568776537102;0.956657765357019;0.99642886163241;0.70593470781967;0.996305455157001;0.865074203140883;0.656938914400435;0.999083420408412;0.926536055545066;0.786988500642234;0.871275217403472;0.427056564050508;0.987058128494197;0.940363085433012;0.774429518915554;0.981292192429424;0.986179163295031;0.704349862910757;0.470790837462064;0.515947309107587;0.951277993891092;0.970087530446714;0.990377197215292;0.710063605493396;0.998875986278099;0.998826017950627;0.991728668138352;0.996617661429896;0.997180957485741;0.929995381431564;0.786084239094523;0.0969141412539555;0.271298492618798;0.966151949183298;0.614215943990884;0.764353681850274;0.629473187035077;0.916954563533978;0.98496353073508;0.985144193526801;0.991361685145976;0.997875814419913;0.996898436258458;0.992613002326348;0.995902033248345;0.237457570747738;0.970665009272792;0.633420419785589;0.200113492317097;0.940186381164689;0.971428729597633;0.998502840530268;0.477091702815268;0.972991496460775;0.807963675150663;0.918411783290911;0.808666277994988;0.999532509773196;0.997795095960371;0.901220350776083;0.0202863380212257;0.971240555349412;0.503658079157196;0.816711091117188;0.444298594517603;0.809062133016232;0.880119325331348;0.989552776584458;0.993725134891295;0.992207460602403;0.999857478686014;0.997976816825323;0.988139673916869;0.936807194702679;0.943874897350748;0.968348575720213;0.498284330142086;0.976377181371495;0.981057272470315;0.62489347501122
"GDP278A";0.945223878687807;0.959727733313322;0.97551940802127;0.709521913285657;0.98076000575072;0.964944960028711;0.965164551055003;0.95294269369065;0.88975827729608;0.997947572249302;0.657421421717492;0.592742684525963;0.999554985559287;0.802687031463441;0.742751199667707;0.920207898906805;0.35898631207918;0.723728330319343;0.870401587595134;0.99999994928512;0.940255407481789;0.361731843603881;0.999954966548828;0.999907665888015;0.999734004302948;0.999977395076796;0.948370748877028;0.716398840694471;0.861357060436693;0.998390904251268;0.998936232306816;0.999771229069756;0.999999602903322;0.999972153283114;0.999859876035519;0.976244643416903;0.999695205787236;0.996265963668946;0.874917687865524;0.8397725217745;0.933978891739808;0;0.999965811132164;0.99969391447756;0.999538994471118;0.970609308809091;0.225822943041442;0.999695860323315;0.986783828605233;0.999999699443772;0.807469568964775;0.933003222227637;0.96210687256282;0.921854366519852;0.98870555996406;0.927607203777253;0.99830820061956;0.871406582703238;0.94899984052187;0.990578837224461;0.927700359663448;0.962334217941902;0.950016172358217;0.986477734864638;0.969466819652619;0.998054887388283;0.734643322310894;0.995882701193826;0.848130108863111;0.65103721766361;0.998592641299662;0.799570248496519;0.718956071479838;0.843241289802841;0.288159276519349;0.985328250730585;0.918212569994393;0.778802669177948;0.977865756708346;0.971661686853754;0.692881077588992;0.450883999465509;0.37275313384308;0.931028905338721;0.957567924830232;0.990084922137956;0.721128302188348;0.99865657529944;0.998716660784629;0.991838396599855;0.996144946259419;0.996071441847576;0.931592135684579;0.777659521223431;0.148645441737566;0.198401858142121;0.964412634018799;0.574165011515638;0.740580620823929;0.637769056649299;0.909527359236272;0.971876030308377;0.974539040383029;0.984282207349585;0.998182496759361;0.997077175992786;0.992436508848242;0.995950630884376;0.240935568079125;0.972492374128681;0.590108524105435;0.0519967758367128;0.937317698895662;0.975434306454038;0.998855752695093;0.452920702440468;0.968016794478637;0.851404126943885;0.9517306157489;0.779275226533831;0.998908651138455;0.993924519973956;0.860184287374123;0.391328809935074;0.971500890399732;0.553786386295499;0.83346416732492;0.484676614425494;0.546057426742338;0.889667980068319;0.985819428513945;0.995983655197577;0.994912453305;0.999893944281674;0.998842514099106;0.98913397077135;0.938084585691054;0.947639088938966;0.967432691713928;0.475790898473614;0.967556053087977;0.976952324113743;0.53572743106912
"GDP279A";0.994903436252654;0.989481769630889;0.999190995666489;0.684045223637503;0.971155636591547;0.991614480985637;0.988223414567706;0.96651435997198;0.734280308817196;0.999295608230619;0.874047643578485;0.947879472383666;0.999950508281743;0.546360729627883;0.803294094334394;0.972867009908496;0.564854407919759;0.560450063148521;0.993276913963897;0.999999266061115;0.885022219199051;0.484976935526463;0.998731214991204;0.99999187190663;0.995391473574197;0.999748542924976;0.970202000734435;0.649260556253693;0.898836370046879;0.997310239327288;0.998835375619795;0.999999902672266;0.999999370079221;0.999918694959343;0.999914418260403;0.978102448555572;0.998144560228289;0.997057989562742;0.973046443231115;0.672227841847776;0.999985269979067;0.99998850469726;0;0.949637610701206;0.999376922855699;0.972806520281024;0.116964031366446;0.999746766241871;0.999615478903927;0.999999818945918;0.877521944376675;0.993532488325857;0.989256306119524;0.973098666280777;0.998775721161864;0.944525531384393;0.999992183423036;0.987522079895752;0.995415606690835;0.997090561237902;0.982879011032328;0.995301407035235;0.909218914745228;0.993890341602133;0.987360822544863;0.996240089244205;0.774810167039522;0.970036909562252;0.992593350903291;0.919426882497638;0.999837596448365;0.971898430875039;0.845211523371983;0.836219172678765;0.650653702511566;0.99957918350309;0.996081922204931;0.998574814017581;0.996113954286653;0.996290755395613;0.757297876982635;0.532003677811346;0.663533058202568;0.998024290300863;0.998698016073339;0.99523309534101;0.896931337960475;0.999064961492198;0.999921679629023;0.997787945230046;0.999864288388123;0.999632413742564;0.993871657755316;0.955973534371228;0.207746972632955;0.766081619061911;0.991491924175599;0.786332448357672;0.958141706672249;0.851161407291805;0.946851956974618;0.969920880575218;0.974540398112829;0.982840282465728;0.998097602196544;0.998781007889239;0.995144824960447;0.997491032114254;0.371055262513747;0.996228100302832;0.58160891556627;0.216761171869976;0.986726102856561;0.980952209773138;0.995330347698294;0.76002898035425;0.962638127296425;0.904558196266832;0.987649903138818;0.89700855597926;0.99966975441549;0.997617627778708;0.884122693974028;0.351328236720248;0.952935442386835;0.770234714080278;0.766759606544894;0.328075007885454;0.793172192111078;0.958731505639062;0.986009679665596;0.998481611340762;0.997997540864553;0.999932325902684;0.99945438735771;0.995104142655647;0.899979050480443;0.974418010715951;0.966442100070487;0.845847161169192;0.979521964646929;0.996125938390188;0.986979861338733
"GDP280A";0.992609840634794;0.995651509032707;0.998446253836057;0.787695492050017;0.998817160666674;0.999235616190235;0.999841692451907;0.999626501858277;0.990623890174488;0.999995683399415;0.974254298870221;0.870944020159808;0.999118254172121;0.559519096872181;0.683199157233072;0.863991419060748;0.907090150673404;0.6221455864463;0.963448628835994;0.999999999207601;0.841669506179493;0.160839900449387;0.991856909683724;0.999673124296366;0.989397664335139;0.999929302162067;0.861482098092404;0.412645255679196;0.988008360117067;0.993261052910506;0.999998100939709;0.926878710865014;0.999609397750806;0.999999762292443;0.999985078489095;0.979167844326998;0.99999476843951;0.999813261902213;0.792686991875713;0.817920293421904;0.919875345575303;0.925267113681364;0.580004290366899;0;0.999332469129429;0.309381809570026;0.0317592571237411;0.980651032400979;0.990357297217795;0.999992993465733;0.910544330801307;0.99069772495764;0.955875519360825;0.919662055090628;0.965250091549543;0.950702479092166;0.898560658261286;0.999488010531856;0.991510196907199;0.99754060883289;0.985062225855715;0.993203917175861;0.447172238460955;0.99973680679066;0.941396856781252;0.962349497456762;0.839093447281726;0.919926343863988;0.99192952869414;0.958448389346975;0.999983614011708;0.884293307354757;0.950284336221929;0.968883256116044;0.839989015570093;0.99949495952067;0.997469528944811;0.991551615301444;0.979204824241563;0.999800358920282;0.866063734684675;0.914231707779243;0.706259025355842;0.998262435514739;0.999042298272688;0.991216230133833;0.898822541679662;0.999689943324116;0.999834786161198;0.998476152966045;0.999463609827381;0.999848918405901;0.969576005932531;0.93522227976044;0.878845311286644;0.954097736787215;0.976285901703896;0.911876651954517;0.991780910209025;0.987707560908656;0.999388140038425;0.999932032466881;0.999901639510432;0.999945091653295;0.999964702371987;0.999823168541083;0.999451799813377;0.999925990822847;0.994008622595327;0.996703157545376;0.972681889310179;0.255229673187831;0.973159574843166;0.998175160469583;0.99998852228794;0.887139186404348;0.9991327078945;0.985727223004923;0.999711191598259;0.998153163357672;0.999993882550583;0.999763907298535;0.546679481815807;0.406938445727514;0.968266687940624;0.737222287910545;0.77756709552956;0.307328797042596;0.752196170551865;0.959131127758208;0.893474308841494;0.999925708209006;0.999912003421649;0.999992844653866;0.999841313026511;0.999625580088016;0.994299126316383;0.996657245559715;0.996981470891095;0.73485300769441;0.900235151780948;0.990987249355749;0.971797576738927
"GDP281A";0.996020904881772;0.959554672951209;0.99979065921624;0.443779192782714;0.804927459057472;0.991347497725784;0.993832398513125;0.997465258815268;0.819404333935323;0.999910707156562;0.89832675983057;0.802899085304731;0.999998823193417;0.486764739841922;0.517175968866883;0.990082287900597;0.526611389754985;0.534372100974166;0.999883531048211;0.989872431644535;0.787195314036423;0.429293179415195;0.973790692834915;0.999992897640643;0.884133879834144;0.993793550917307;0.932451799158073;0.825352853845388;0.997765775920508;0.997965420555786;0.939645892030844;0.996338607880173;0.999996229494493;0.994514998629434;0.997716841973386;0.970600785170469;0.990424950592646;0.996931474085373;0.997101896557778;0.714688686759911;0.987451418700264;0.994959863598591;0.354114624797611;0.861785073840961;0;0.932429806513369;0.662389835571199;0.999912918935005;0.514747071809316;0.999823608236805;0.664403640367227;0.999871375593166;0.999900520972193;0.999574644850747;0.999956137549318;0.989102675872255;0.999998473302845;0.973389768811462;0.999709641535292;0.999826773324569;0.999790982798316;0.999959192003447;0.951059604849283;0.992362947411486;0.999595215779547;0.884152224224134;0.755044062265937;0.621273811618275;0.973260277337843;0.924765010416222;0.99210387332898;0.98276213826172;0.827854731337613;0.860975977308621;0.984528201776078;0.9981793286274;0.99730238386115;0.999381195687864;0.998963182298778;0.901381765640856;0.934826142382092;0.751606342031344;0.579730337413529;0.999480051369934;0.999863041827162;0.995213433346869;0.973740030927329;0.993516236650066;0.999856613723952;0.9994849192105;0.99990372425902;0.999199554958679;0.999492482624614;0.772572086522024;0.0930444509105455;0.179983659346871;0.988283035007278;0.716699670514973;0.676638278834078;0.306634262011412;0.858286886588801;0.864804965727702;0.877865704855456;0.911704533200297;0.919036326797998;0.952630446774128;0.86645654317923;0.950775985425081;0.184392348561836;0.974395510570157;0.407776931501248;0.39602783633283;0.973104506703986;0.923854116353307;0.968812797829323;0.686663003035745;0.828731827660896;0.471255800309958;0.781222493931723;0.996604624840409;0.896193574248391;0.973586582617249;0.876173517378194;0.750437105307712;0.99835857923173;0.954356000805808;0.811410452022096;0.630290518091737;0.807441836997626;0.938660571356814;0.873570716624951;0.98898198368318;0.986683065836294;0.999525726383554;0.989901363572022;0.961769733268061;0.127000930890911;0.976146272405969;0.992958686115189;0.868342540310244;0.992230246375155;0.999762288878804;0.996113076777898
"GDP282A";0.975373335188303;0.994170807829556;0.996601436515933;0.857811139763015;0.947020103443779;0.961773585214198;0.928103280825459;0.933422313120477;0.957467066513124;0.977364416670069;0.596069211115239;0.974154130111793;0.980994101357585;0.532389679006888;0.309256980278903;0.766347748783089;0.896788357303523;0.883834687327852;0.901091164942592;0.999999752027011;0.997998395714833;0.999841043902619;0.999999185179293;0.999982352774696;0.999972897731339;0.99999985979116;0.999453893113961;0.993257560418431;0.86030114020449;0.999300152924114;0.999594664081059;0.999964592347982;0.999998791422627;0.999994929068386;0.999998516440479;0.943830544130998;0.997280867871551;0.998847708256206;0.980228892227491;0.999966671494058;0.999885306986206;0.999920610311892;0.999690154875252;0.999983867199823;0.999893193630305;0;0.815775068579477;0.998643760286109;0.996652917145371;0.999581763110029;0.980904092341383;0.599255398462816;0.579098918942043;0.4452948035299;0.943005876293342;0.969511145334672;0.551599934953227;0.689456656117073;0.553630573822619;0.805062912871422;0.307748634630464;0.714107483818674;0.637389893256052;0.909942656466455;0.848437581867933;0.996981154397262;0.776025667016407;0.998950898800536;0.750836007921498;0.773874919933697;0.992085552512679;0.437896690501486;0.853152973218267;0.901075743246664;0.558484379721672;0.726950204419821;0.666921281277678;0.214496405755109;0.772079877341939;0.531886258322063;0.929370599270216;0.480817025214741;0.484530622687041;0.104334575429976;0.220367784817259;0.949737366281053;0.918821410075206;0.991279445334611;0.986439892744457;0.976789844591934;0.977276003990222;0.984986417308914;0.780632955074514;0.766658346346564;0.111223674406068;0.213861440952151;0.912013026982785;0.709450380142214;0.788228943641991;0.471359049255171;0.994026969984731;0.992762964782664;0.993369104169246;0.99859531122008;0.997656149169927;0.997155465545329;0.994299279104366;0.994410796803568;0.245545580632109;0.953324105601534;0.92029324796857;0.0993634646254442;0.743330573653646;0.816118655448739;0.999676075817346;0.775911572741638;0.974887336366026;0.393556930808378;0.893074540301567;0.873007083976061;0.999996057919605;0.999833087756151;0.997904161626925;0.586843286060814;0.997870547837586;0.149417600809035;0.983051102100716;0.806461418232832;0.988738450133751;0.917485604967927;0.9186664710173;0.990276004262743;0.987519553631971;0.999748256833642;0.998768791154689;0.987798143004962;0.991017595952581;0.795125202043899;0.912334048704;0.148362626790365;0.785704494700434;0.838338140582376;0.450959774786629
"GDP284A";0.960227968049273;0.998453554656922;0.997349804615362;0.845197034275645;0.999346278950832;0.977832880620015;0.977645772618394;0.757972246691731;0.727694660633459;0.948004176559135;0.964685608178146;0.997265729736115;0.994317563752049;0.565679721512421;0.69299735260811;0.89147835372366;0.222952144241779;0.985353717115476;0.873990664967465;0.999960972503544;0.969653061517153;0.995780740654464;0.999998687041834;0.999999005300314;0.999997177778369;0.999494681492951;0.999323624008702;0.768262325104466;0.995335577142291;0.998698476250416;0.999938586265641;0.999911645850047;0.999847120032246;0.999985700453199;0.999998963286863;0.995890913482342;0.997724173622225;0.999966216189989;0.999829399383389;0.999263176231969;0.999995329105657;0.999988083430823;0.99999999217641;0.999995497420134;0.999999997597125;0.901708411175237;0;0.99994229171494;0.999484693758426;0.999946817073915;0.999997916899797;0.954523298594528;0.97474482491516;0.93627657379154;0.99984409315146;0.986591881006381;0.999992365187752;0.774733599099996;0.854662320058489;0.63628694986905;0.985929253425872;0.971442929974395;0.150127936389565;0.886251518409243;0.930107600668734;0.951487634064819;0.932435997901242;0.929136121863686;0.809994836684761;0.777540265350349;0.999669512814463;0.877954573255609;0.547311093588056;0.323850042345438;0.598840484296666;0.831184333958577;0.822059559886942;0.545536425279245;0.978241226766636;0.968634309246083;0.99803769831684;0.889455458323965;0.8603891885364;0.847974904864654;0.824296935310178;0.985756190661128;0.908043529312409;0.999205898659145;0.999617119782611;0.989855987467344;0.999329475830752;0.999722642087346;0.884249558893773;0.906198511284554;0.997493253553252;0.987062727765826;0.992492398204655;0.964141752440485;0.995026933885639;0.989716453062314;0.998395007485328;0.981016174471761;0.988630739330492;0.9962887995482;0.999196495340371;0.999670339835328;0.99321481437943;0.998420472631794;0.994516305433486;0.99907977098452;0.977670310715637;0.946012063599829;0.99958611690184;0.982109827155439;0.996075189357884;0.983086635838794;0.873192721234225;0.504171658931963;0.641684339909314;0.799902666859596;0.99983139955009;0.999988300419707;0.999030244562014;0.164620764853152;0.999988083893126;0.0755347079031321;0.989979956686287;0.300544387014285;0.982393977588735;0.993063537112403;0.899691578652795;0.978796663548307;0.976989116794533;0.99861666472559;0.999838866952111;0.935583882669591;0.931279835104219;0.95389058125323;0.988667384202298;0.835960272495419;0.986878184729749;0.991548131699408;0.406491093905905
"GDP285A";0.954061914748686;0.999633390096451;0.999612197596958;0.978880709634404;0.983139691338625;0.876173095217124;0.983626656462838;0.858905853051818;0.66091176551137;0.971845118817105;0.774888108441275;0.994963895993171;0.993866413798471;0.624856886683708;0.778596708383503;0.963798438667437;0.914110367113907;0.876399924836866;0.84179861717941;0.999992440210133;0.999999811638046;0.999602908772743;0.999999951332461;0.999986300031445;0.999996959367015;0.999996876835162;0.987468409955416;0.994423409028702;0.998308546264643;0.997206385626183;0.999857683173623;0.999999804182172;0.999957424207571;0.999966558342194;0.999999999673308;0.998833434119076;0.999805663516884;0.999991296338549;0.999976741550154;0.999943312419541;0.999841858248648;0.999759310212188;0.999889863701727;0.993700842984072;0.999999150919948;0.969637557633618;0.995130109513167;0;0.999999598267893;0.999999995489654;0.999758375356603;0.704541656071646;0.776325917044246;0.609147093665241;0.984082106686517;0.927148030373892;0.986068071542654;0.292149118066591;0.593699023874605;0.385742454501933;0.984449190130815;0.808902737706186;0.91511178310339;0.864507424661589;0.889430862626952;0.813421352445483;0.880913455087257;0.84898455831889;0.869734777868376;0.629854369087506;0.999801026242057;0.872027269847528;0.395465633715257;0.228225511609929;0.600623479643466;0.874987860712487;0.904078399585254;0.898363522162188;0.929804526065247;0.962640127287107;0.999617398039421;0.693712319084033;0.739454218820837;0.954433604063636;0.918864681328506;0.984327912442271;0.915677505294634;0.991986335923851;0.999395934087248;0.99382748562473;0.996594197721456;0.999709069952521;0.858099773447671;0.688321895646811;0.936141038963926;0.888180982753185;0.991928792843676;0.921219720157972;0.958276037552098;0.961177865800783;0.999998494585054;0.998696115497709;0.996841111548816;0.998225307216476;0.999492237683953;0.999303149722061;0.999577914872521;0.999839738859599;0.937864334832941;0.994260976938836;0.998584862500729;0.168766270049051;0.912054376699383;0.969334574339486;0.987599528381828;0.884658558424354;0.994753529785332;0.133876469942301;0.980868994753027;0.992265248183564;0.999992897733992;0.999999946552928;0.999999958362283;0.14175610399531;0.999919188538204;0.197796147797438;0.92026477338412;0.454542593234371;0.684026625898126;0.972937707130971;0.9403885417031;0.993412977673694;0.990296132494098;0.99976950445541;0.99971190090949;0.985873086648336;0.69862488905354;0.829589403232836;0.915570715677226;0.615259773895934;0.913986328914794;0.943554145226977;0.530239416645269
