# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# lag_parameter;4
# number_predictions;100
# horizon;1
# max_attributes;9
# predict;GDP251
# prediction_type;rolling
# method; GFSM_(n_components=9)
"GDP251";"LHEL";"GDP261";"PMI";"CPILFESL";"FYBAAC";"FYGM3";"GDP274_2";"Sfygm6";"FSPXE"
80.06;83.3333333333333;82.122;58.5;157.1;8.84038666666667;4.47666666666667;136.473;0.413333333333333;19.3466666666667
80.999;88.3333333333333;81.071;58.2333333333333;158.1;9.20777766666667;5.28;134.661;0.493333333333333;17.4966666666667
81.224;86.6666666666667;79.263;54.8666666666667;159.433333333333;8.877768;5.73666666666667;133.976;0.306666666666667;16.88
81.369;82.6666666666667;76.728;48.0333333333333;160.733333333333;8.23419466666667;5.59666666666667;132.733;0.0233333333333333;16.6233333333333
82.032;84;79.113;48.6333333333333;161.8;8.05534766666667;5.36666666666667;131.344;-0.00666666666666667;16.93
82.632;85;80.917;46.2666666666667;162.933333333333;7.641754;5.26;129.599;-0.02;17.19
83.215;83.6666666666667;83.035;46.1;164.033333333333;7.709533;4.93;128.314;-0.0466666666666667;18.3833333333333
84.579;82;86.547;50.6666666666667;165;8.29787866666667;5.02;126.162;0.123333333333333;19.37
85.288;82.3333333333333;86.314;50.8;166.066666666667;8.29121233333333;5.09666666666667;124.96;0.126666666666667;19.18
86.285;84.6666666666667;85.426;52.9;167.133333333333;7.91643866666667;4.97666666666667;123.066;0.0966666666666667;20.4333333333333
86.952;87;85.718;53.5666666666667;168.1;8.073178;5.06;121.207;0.08;21.0433333333333
88.274;85.3333333333333;86.798;54.9;169.166666666667;8.186717;5.04666666666667;119.205;0.22;20.9633333333333
89.373;87;87.192;55.9666666666667;169.9;7.75893233333333;5.04666666666667;117.404;0.0866666666666667;23.0633333333333
90.032;89.3333333333333;88.081;55.5333333333333;170.866666666667;7.438872;5.09;115.966;0.0766666666666667;23.46
91.028;91.3333333333333;89.902;53.2;171.9;7.25730233333333;5.05333333333333;114.324;-0.00666666666666667;25.2166666666667
91.63;90.3333333333333;92.391;50.6666666666667;172.866666666667;7.25402233333333;4.97666666666667;113.169;0.13;27.7933333333333
92.685;89;94.907;49.0666666666667;173.9;7.12683966666667;4.82333333333333;110.565;0.0466666666666667;27.6766666666667
94.093;87;97.186;47.9;174.866666666667;7.24888;4.25333333333333;108.464;0.0366666666666667;29.09
94.892;91.3333333333333;98.024;51.5666666666667;175.633333333333;7.403585;4.40666666666667;106.988;0.00666666666666667;33.09
95.677;87.3333333333333;98.869;54.1333333333333;176.466666666667;7.738697;4.45333333333333;105.518;0.13;35.1933333333333
96.794;85;99.452;55.1333333333333;177.4;8.10152233333333;4.65;103.916;0.126666666666667;33.76
98.514;86;100.672;57.7;178.4;8.238107;5.04333333333333;102.293;0.163333333333333;32.4433333333333
98.764;89;101.689;55.8;179.566666666667;8.32896366666667;5.52;101.51;0.17;31.4133333333333
100.315;84.6666666666667;100.786;53.1;180.7;8.59494433333333;5.71333333333333;100.677;0.246666666666667;29.5266666666667
100.2;79.3333333333333;98.718;50.7;181.9;8.31590566666667;6.01666666666667;99.595;0;28.56
100.721;77;98.807;47.0333333333333;183;8.21449233333333;6.01666666666667;98.217;-0.09;25.7833333333333
100.597;72;99.342;42.5;184.333333333333;7.88211533333333;4.81666666666667;96.407;-0.17;24.6266666666667
100.906;61;100.714;42.4;185.466666666667;8.03836;3.66;94.639;-0.02;25.4033333333333
100.551;54.3333333333333;101.166;45.3333333333333;186.733333333333;7.948781;3.17;93.251;-0.0466666666666667;27.0766666666667
100.948;46;100.206;43.4;187.966666666667;7.92274633333333;1.90666666666667;91.939;0.02;31.9266666666667
101.633;46;102.707;50.2;189;7.95535;1.72333333333333;90.229;0.13;28.64
102.186;46;105.066;53.0333333333333;189.966666666667;8.02348466666667;1.71666666666667;89.384;0.143333333333333;43.3866666666667
102.788;42.6666666666667;105.582;50.3333333333333;190.966666666667;7.62518166666667;1.64333333333333;88.188;-0.01;36.0133333333333
102.84;39.6666666666667;107.242;49.7;191.833333333333;7.59985833333333;1.33333333333333;86.95;0.0233333333333333;32.1333333333333
103.148;40.3333333333333;108.329;48.8;192.466666666667;7.11783633333333;1.15666666666667;85.7;0.0133333333333333;28.9933333333333
104.031;37;111.06;48.0333333333333;192.8;6.47380933333333;1.04;84.02;0.00666666666666667;32.9466666666667
105.926;37.3333333333333;116.766;52.2;193.566666666667;6.80608966666667;0.93;82.172;0.0666666666666667;32.6166666666667
106.621;37.3333333333333;119.753;57.9;194.066666666667;6.66228966666667;0.916666666666667;81.464;0.0866666666666667;29.2033333333333
107.402;39;120.936;60.4333333333333;195;6.27387033333333;0.916666666666667;81.012;0.0666666666666667;27.3066666666667
108.325;38.3333333333333;125.696;60.8333333333333;196.233333333333;6.663286;1.07666666666667;80.38;0.256666666666667;22.56
109.287;37;126.994;58.6;197.066666666667;6.451378;1.48666666666667;79.382;0.263333333333333;20.5566666666667
109.977;37;127.747;56.5666666666667;198.266666666667;6.187212;2.00666666666667;78.9;0.226666666666667;20.47
110.786;40.6666666666667;130.259;55.4333333333333;199.5;5.96473266666667;2.53666666666667;78.118;0.256666666666667;20.26
111.502;38.6666666666667;133.311;52.0333333333333;200.466666666667;5.97114;2.86333333333333;77.609;0.223333333333333;19.9366666666667
112.56;37.6666666666667;134.634;54.0333333333333;201.1;5.98124066666667;3.36;76.244;0.223333333333333;19.8166666666667
112.928;37.6666666666667;134.7;56.2;202.466666666667;6.33631733333333;3.82666666666667;75.419;0.28;18.94
114.264;38;133.477;54.9;203.7;6.30610133333333;4.39333333333333;74.614;0.09;18.7266666666667
115.022;33;127.572;53.9666666666667;205.433333333333;6.73517533333333;4.70333333333333;73.79;0.133333333333333;17.94
115.25;29.6666666666667;120.102;52.6;206.766666666667;6.59342033333333;4.90666666666667;72.879;0.0666666666666667;17.5333333333333
115.681;30.3333333333333;113.763;51.0666666666667;207.833333333333;6.28219866666667;4.90333333333333;72.043;0.0133333333333333;18.2
115.696;30;108.831;50.8;208.993333333333;6.29545766666667;4.98333333333333;71.27;-0.05;17.6833333333333
117.056;27.3333333333333;105.552;52.7333333333333;210.096666666667;6.491977;4.73666666666667;70.554;0.0633333333333333;18.1066666666667
118.425;24;99.644;51;211.204;6.63222;4.30333333333333;69.426;0.116666666666667;17.7866666666667
118.374;21.6666666666667;92.11;49.9;212.626666666667;6.507129;3.39;68.445;0.176666666666667;18.2633333333333
118.631;20.6666666666667;85.698;49.5333333333333;213.941666666667;6.751484;2.04333333333333;68.115;0.0466666666666667;17.3366666666667
119.46;17.6666666666667;82.692;49.1333333333333;215.007;6.99;1.62666666666667;67.161;0.206666666666667;20.6966666666667
119.308;15.3333333333333;79.154;47.4;216.493333333333;7.20666666666667;1.49333333333333;66.716;0.326666666666667;22.4333333333333
117.369;13.3333333333333;74.201;36.0666666666667;216.836;8.84333333333333;0.296666666666667;65.972;0.433333333333333;18.73
