# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# lag_parameter;4
# number_predictions;100
# horizon;1
# max_attributes;9
# predict;GDP251
# prediction_type;rolling
# method; GFSM_(n_components=5)
"GDP251";"LHEL";"GDP261";"CPILFESL";"FYBAAC";"FYGM3"
38.365;77;42.879;39.2333333333333;8.37333333333333;7.35333333333333
38.301;69.6666666666667;42.964;39.8333333333333;8.75666666666667;7.21
38.373;62;40.101;40.5666666666667;8.97666666666667;6.67666666666667
38.714;57;42.237;41.1;9.41;6.32666666666667
38.299;53;46.689;41.7666666666667;9.27666666666667;5.35333333333333
39.361;51.6666666666667;49.182;42.1666666666667;8.53;3.84
39.583;53.3333333333333;54.145;42.6;8.60666666666667;4.25
39.897;54.3333333333333;56.813;42.9666666666667;8.70333333333333;5.01
40.011;55.6666666666667;59.015;43.2;8.41333333333333;4.23
40.722;60.3333333333333;62.951;43.5666666666667;8.23333333333333;3.43666666666667
41.684;63.3333333333333;64.185;43.9;8.22333333333333;3.77
42.081;67.6666666666667;64.335;44.2333333333333;8.17;4.22
42.77;75;66.634;44.4666666666667;7.99333333333333;4.86333333333333
43.856;82;68.871;44.8;7.96666666666667;5.7
44.363;81.6666666666667;65.37;45.2666666666667;8.09333333333333;6.60333333333333
44.127;82.3333333333333;62.599;45.7333333333333;8.46666666666667;8.32333333333333
44.548;81;59.607;46.5;8.43666666666667;7.5
44.162;77.3333333333333;55.238;47.2333333333333;8.54333333333333;7.61666666666667
44.29;77.6666666666667;52.826;48.4666666666667;9.06333333333333;8.15333333333333
43.861;71.6666666666667;51.083;50.1333333333333;9.81;8.19
43.689;59;44.361;51.6;10.57;7.36
43.166;50;41.621;52.7;10.6466666666667;5.75
43.482;50;42.516;53.5333333333333;10.63;5.39333333333333
44.218;53;45.479;54.2333333333333;10.5833333333333;6.33
44.798;55.3333333333333;47.471;55.1666666666667;10.58;5.62666666666667
45.806;59.3333333333333;52.323;56.2;10.2566666666667;4.91666666666667
46.148;61.3333333333333;53.827;56.9666666666667;9.89666666666667;5.15666666666667
46.369;61.6666666666667;52.947;57.9;9.62;5.15
46.701;64;59.693;58.7;9.21333333333333;4.67333333333333
47.265;68.6666666666667;61.496;59.6666666666667;9.10666666666667;4.63
48.193;73.6666666666667;68.532;60.6333333333333;8.99666666666667;4.84
49.056;78;68.316;61.5;8.83;5.49666666666667
49.051;85;67.416;62.3333333333333;8.94333333333333;6.11
49.209;89.3333333333333;67.751;63.4333333333333;9.19666666666667;6.39333333333333
51.148;96.6666666666667;71.007;64.7333333333333;9.47;6.47666666666667
51.652;97.6666666666667;71.994;66.1333333333333;9.5;7.31333333333333
52.332;102.666666666667;71.741;67.6;9.78666666666667;8.57
52.434;100.666666666667;70.063;69.1666666666667;10.1566666666667;9.38333333333333
52.484;102.666666666667;68.756;70.8;10.3933333333333;9.37666666666667
52.862;102.666666666667;67.938;72.6333333333333;10.3933333333333;9.67333333333333
53.017;101.666666666667;65.37;74.8333333333333;11.8166666666667;11.8433333333333
53.186;94.6666666666667;60.372;77.6;13.48;13.3533333333333
52.113;78.3333333333333;49.2;80.2;13.3566666666667;9.61666666666667
52.026;78.6666666666667;50.04;81.4;13.1666666666667;9.15333333333333
52.991;82;54.931;83.9333333333333;14.67;13.6133333333333
54.065;80.6666666666667;53.946;85.9;15.2466666666667;14.39
53.643;80.3333333333333;52.122;87.8;15.77;14.9066666666667
54.292;78;48.102;90.7666666666667;16.4766666666667;15.0533333333333
53.615;69.3333333333333;43.174;92.5333333333333;16.6833333333333;11.75
52.736;64.3333333333333;40.686;93.6666666666667;17.0333333333333;12.8133333333333
53.019;58.3333333333333;39.4;95.4;16.78;12.42
52.819;51.3333333333333;39.275;97;16.25;9.31666666666667
52.866;50;42.152;97.3333333333333;14.39;7.90666666666667
53.518;52.6666666666667;49.335;97.9333333333333;13.8333333333333;8.10666666666667
54.725;58.3333333333333;55.18;98.9;13.25;8.39666666666667
55.805;65.3333333333333;60.647;100.133333333333;13.5266666666667;9.14
56.947;73.6666666666667;63.208;101.433333333333;13.6066666666667;8.8
58.061;80;64.966;102.833333333333;13.7433333333333;9.17
59.06;86;66.168;104.1;14.7;9.79666666666667
59.634;87.6666666666667;65.532;105.4;14.71;10.32
60.124;89.3333333333333;65.6;106.466666666667;13.6066666666667;8.80333333333333
60.68;90.3333333333333;65.396;107.633333333333;13.3933333333333;8.18333333333333
61.198;91.6666666666667;65.918;108.766666666667;13.02;7.46
62.155;92;66.756;109.733333333333;12.47;7.10666666666667
62.632;91.6666666666667;68.345;111;11.9766666666667;7.16666666666667
63.231;91;71.265;112.2;11.0166666666667;6.89666666666667
63.482;91;75.221;113.133333333333;10.2733333333333;6.14
64.09;92;76.379;114.2;10.18;5.52333333333333
64.413;94;76.241;115.3;10.0933333333333;5.35333333333333
64.837;95;76.041;116.233333333333;9.66;5.53666666666667
65.55;98.6666666666667;76.374;117.633333333333;10.3566666666667;5.65666666666667
66.145;102.333333333333;76.143;118.733333333333;10.9066666666667;6.04333333333333
67.3;103.666666666667;76.517;120.1;11.38;5.86333333333333
67.629;102.666666666667;74.86;121.266666666667;10.7533333333333;5.72333333333333
68.489;103;75.456;122.733333333333;10.98;6.21
68.854;102.666666666667;75.502;124.1;11.0733333333333;7.01
69.763;103.333333333333;76.164;125.6;10.5133333333333;7.72666666666667
70.471;102;75.667;126.933333333333;10.6433333333333;8.54
70.933;99;73.424;128.3;10.3666666666667;8.41
71.439;95.3333333333333;72.624;129.533333333333;9.88666666666667;7.84333333333333
71.62;95.6666666666667;71.099;131.1;9.81333333333333;7.65333333333333
72.447;93;71.822;132.766666666667;10.09701;7.76
72.632;87.3333333333333;69.06;134.5;10.3111133333333;7.74666666666667
72.637;82.6666666666667;65.137;136.5;10.4145566666667;7.47666666666667
72.088;72.3333333333333;61.529;138.066666666667;10.5986966666667;6.99
71.721;64.6666666666667;57.87;140.066666666667;10.20326;6.02333333333333
72.186;62.6666666666667;59.235;141.333333333333;9.92263633333333;5.56
72.535;61;61.69;142.866666666667;9.68483333333333;5.37666666666667
72.875;59.6666666666667;63.044;144.2;9.40026966666667;4.54
73.63;61.3333333333333;66.259;145.466666666667;9.201196;3.89333333333333
74.34;62.3333333333333;68.794;146.733333333333;9.12891;3.68
75.069;62;68.953;147.866666666667;8.702114;3.08333333333333
75.896;64.3333333333333;71.295;149.2;8.87016666666667;3.07
75.988;66.3333333333333;71.62;150.5;8.40194533333333;2.96
76.373;67;72.462;151.766666666667;8.14134033333333;2.96666666666667
76.765;70;74.964;152.666666666667;7.62341266666667;3.00333333333333
77.798;74.3333333333333;78.739;153.866666666667;7.552619;3.06
78.589;81.6666666666667;80.294;154.866666666667;7.847446;3.24333333333333
79.614;81.3333333333333;82.995;155.933333333333;8.59805633333333;3.98666666666667
80.06;83.3333333333333;82.122;157.1;8.84038666666667;4.47666666666667
80.999;88.3333333333333;81.071;158.1;9.20777766666667;5.28
81.224;86.6666666666667;79.263;159.433333333333;8.877768;5.73666666666667
81.369;82.6666666666667;76.728;160.733333333333;8.23419466666667;5.59666666666667
82.032;84;79.113;161.8;8.05534766666667;5.36666666666667
82.632;85;80.917;162.933333333333;7.641754;5.26
83.215;83.6666666666667;83.035;164.033333333333;7.709533;4.93
84.579;82;86.547;165;8.29787866666667;5.02
85.288;82.3333333333333;86.314;166.066666666667;8.29121233333333;5.09666666666667
86.285;84.6666666666667;85.426;167.133333333333;7.91643866666667;4.97666666666667
86.952;87;85.718;168.1;8.073178;5.06
88.274;85.3333333333333;86.798;169.166666666667;8.186717;5.04666666666667
89.373;87;87.192;169.9;7.75893233333333;5.04666666666667
90.032;89.3333333333333;88.081;170.866666666667;7.438872;5.09
91.028;91.3333333333333;89.902;171.9;7.25730233333333;5.05333333333333
91.63;90.3333333333333;92.391;172.866666666667;7.25402233333333;4.97666666666667
92.685;89;94.907;173.9;7.12683966666667;4.82333333333333
94.093;87;97.186;174.866666666667;7.24888;4.25333333333333
94.892;91.3333333333333;98.024;175.633333333333;7.403585;4.40666666666667
95.677;87.3333333333333;98.869;176.466666666667;7.738697;4.45333333333333
96.794;85;99.452;177.4;8.10152233333333;4.65
98.514;86;100.672;178.4;8.238107;5.04333333333333
98.764;89;101.689;179.566666666667;8.32896366666667;5.52
100.315;84.6666666666667;100.786;180.7;8.59494433333333;5.71333333333333
100.2;79.3333333333333;98.718;181.9;8.31590566666667;6.01666666666667
100.721;77;98.807;183;8.21449233333333;6.01666666666667
100.597;72;99.342;184.333333333333;7.88211533333333;4.81666666666667
100.906;61;100.714;185.466666666667;8.03836;3.66
100.551;54.3333333333333;101.166;186.733333333333;7.948781;3.17
100.948;46;100.206;187.966666666667;7.92274633333333;1.90666666666667
101.633;46;102.707;189;7.95535;1.72333333333333
102.186;46;105.066;189.966666666667;8.02348466666667;1.71666666666667
102.788;42.6666666666667;105.582;190.966666666667;7.62518166666667;1.64333333333333
102.84;39.6666666666667;107.242;191.833333333333;7.59985833333333;1.33333333333333
103.148;40.3333333333333;108.329;192.466666666667;7.11783633333333;1.15666666666667
104.031;37;111.06;192.8;6.47380933333333;1.04
105.926;37.3333333333333;116.766;193.566666666667;6.80608966666667;0.93
106.621;37.3333333333333;119.753;194.066666666667;6.66228966666667;0.916666666666667
107.402;39;120.936;195;6.27387033333333;0.916666666666667
108.325;38.3333333333333;125.696;196.233333333333;6.663286;1.07666666666667
109.287;37;126.994;197.066666666667;6.451378;1.48666666666667
109.977;37;127.747;198.266666666667;6.187212;2.00666666666667
110.786;40.6666666666667;130.259;199.5;5.96473266666667;2.53666666666667
111.502;38.6666666666667;133.311;200.466666666667;5.97114;2.86333333333333
112.56;37.6666666666667;134.634;201.1;5.98124066666667;3.36
112.928;37.6666666666667;134.7;202.466666666667;6.33631733333333;3.82666666666667
114.264;38;133.477;203.7;6.30610133333333;4.39333333333333
115.022;33;127.572;205.433333333333;6.73517533333333;4.70333333333333
115.25;29.6666666666667;120.102;206.766666666667;6.59342033333333;4.90666666666667
115.681;30.3333333333333;113.763;207.833333333333;6.28219866666667;4.90333333333333
115.696;30;108.831;208.993333333333;6.29545766666667;4.98333333333333
117.056;27.3333333333333;105.552;210.096666666667;6.491977;4.73666666666667
118.425;24;99.644;211.204;6.63222;4.30333333333333
118.374;21.6666666666667;92.11;212.626666666667;6.507129;3.39
118.631;20.6666666666667;85.698;213.941666666667;6.751484;2.04333333333333
119.46;17.6666666666667;82.692;215.007;6.99;1.62666666666667
119.308;15.3333333333333;79.154;216.493333333333;7.20666666666667;1.49333333333333
117.369;13.3333333333333;74.201;216.836;8.84333333333333;0.296666666666667
