# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# lag_parameter;4
# number_predictions;100
# horizon;1
# max_attributes;9
# predict;GDP251
# prediction_type;rolling
# method; GFSM_(n_components=7)
"GDP251";"LHEL";"GDP261";"CPILFESL";"FYBAAC";"CES002";"FYGM3";"PMI"
34.698;68;39.84;33.7;5.86666666666667;53470;5.04333333333333;59.1666666666667
34.977;66.6666666666667;35.66;34.0333333333333;6.13666666666667;53828.6666666667;5.21;54.4333333333333
35.287;65.6666666666667;34.588;34.2333333333333;5.88;54099.6666666667;4.51333333333333;47.3333333333333
35.289;64.3333333333333;38.52;34.5;5.98;54130.6666666667;3.66;44.7
35.569;64;40.451;34.8666666666667;6.33;54478.3333333333;4.3;52.2
35.838;65.6666666666667;42.808;35.2333333333333;6.72333333333333;54918.6666666667;4.75333333333333;54.6333333333333
36.576;66.6666666666667;43.069;35.6666666666667;6.83;55286.6666666667;5.05;55.1333333333333
37.197;69;44.157;36.0333333333333;7.02333333333333;55780.3333333333;5.52;55.6
37.45;72;44.95;36.5333333333333;6.86333333333333;56271.3333333333;5.19666666666667;52.8666666666667
37.608;76.6666666666667;45.51;37.0666666666667;7.02666666666667;56865.6666666667;5.58666666666667;56.6666666666667
38.201;79.3333333333333;47.149;37.5666666666667;7.37666666666667;57460;6.09333333333333;56.3333333333333
38.31;79.3333333333333;46.642;38.1666666666667;7.58666666666667;58049.3333333333;6.19666666666667;55.8
38.548;77.6666666666667;46.262;38.7;7.91666666666667;58520.3333333333;7.02333333333333;54
38.365;77;42.879;39.2333333333333;8.37333333333333;58697.3333333333;7.35333333333333;53.2666666666667
38.301;69.6666666666667;42.964;39.8333333333333;8.75666666666667;58771.3333333333;7.21;47.6666666666667
38.373;62;40.101;40.5666666666667;8.97666666666667;58486;6.67666666666667;47.7666666666667
38.714;57;42.237;41.1;9.41;58262.3333333333;6.32666666666667;46.9666666666667
38.299;53;46.689;41.7666666666667;9.27666666666667;57750;5.35333333333333;42.5
39.361;51.6666666666667;49.182;42.1666666666667;8.53;57955.6666666667;3.84;51.3
39.583;53.3333333333333;54.145;42.6;8.60666666666667;58204.6666666667;4.25;54.1666666666667
39.897;54.3333333333333;56.813;42.9666666666667;8.70333333333333;58394.6666666667;5.01;54.3666666666667
40.011;55.6666666666667;59.015;43.2;8.41333333333333;58713.6666666667;4.23;54.9666666666667
40.722;60.3333333333333;62.951;43.5666666666667;8.23333333333333;59383;3.43666666666667;60
41.684;63.3333333333333;64.185;43.9;8.22333333333333;60070.3333333333;3.77;59.7666666666667
42.081;67.6666666666667;64.335;44.2333333333333;8.17;60509;4.22;62.3
42.77;75;66.634;44.4666666666667;7.99333333333333;61324.6666666667;4.86333333333333;69.1333333333333
43.856;82;68.871;44.8;7.96666666666667;62259;5.7;70.4333333333333
44.363;81.6666666666667;65.37;45.2666666666667;8.09333333333333;62840.6666666667;6.60333333333333;65.8333333333333
44.127;82.3333333333333;62.599;45.7333333333333;8.46666666666667;63232.3333333333;8.32333333333333;61.3333333333333
44.548;81;59.607;46.5;8.43666666666667;63822.3333333333;7.5;65.9666666666667
44.162;77.3333333333333;55.238;47.2333333333333;8.54333333333333;64091.6666666667;7.61666666666667;60.8333333333333
44.29;77.6666666666667;52.826;48.4666666666667;9.06333333333333;64294;8.15333333333333;56.7666666666667
43.861;71.6666666666667;51.083;50.1333333333333;9.81;64276.3333333333;8.19;51.3
43.689;59;44.361;51.6;10.57;63656;7.36;37.1666666666667
43.166;50;41.621;52.7;10.6466666666667;62246.6666666667;5.75;32.2333333333333
43.482;50;42.516;53.5333333333333;10.63;61733;5.39333333333333;41.2666666666667
44.218;53;45.479;54.2333333333333;10.5833333333333;62199.6666666667;6.33;51
44.798;55.3333333333333;47.471;55.1666666666667;10.58;62827.3333333333;5.62666666666667;54.9666666666667
45.806;59.3333333333333;52.323;56.2;10.2566666666667;63811.6666666667;4.91666666666667;59.5666666666667
46.148;61.3333333333333;53.827;56.9666666666667;9.89666666666667;64353.6666666667;5.15666666666667;59.2
46.369;61.6666666666667;52.947;57.9;9.62;64723.6666666667;5.15;54.6666666666667
46.701;64;59.693;58.7;9.21333333333333;65138;4.67333333333333;53.9333333333333
47.265;68.6666666666667;61.496;59.6666666666667;9.10666666666667;65969.3333333333;4.63;56.0666666666667
48.193;73.6666666666667;68.532;60.6333333333333;8.99666666666667;66964.3333333333;4.84;57.8
49.056;78;68.316;61.5;8.83;67804;5.49666666666667;55.5
49.051;85;67.416;62.3333333333333;8.94333333333333;68619.6666666667;6.11;57.1
49.209;89.3333333333333;67.751;63.4333333333333;9.19666666666667;69330.3333333333;6.39333333333333;56.1
51.148;96.6666666666667;71.007;64.7333333333333;9.47;70713.3333333333;6.47666666666667;59.4666666666667
51.652;97.6666666666667;71.994;66.1333333333333;9.5;71564.3333333333;7.31333333333333;61
52.332;102.666666666667;71.741;67.6;9.78666666666667;72452;8.57;60.2666666666667
52.434;100.666666666667;70.063;69.1666666666667;10.1566666666667;73168.3333333333;9.38333333333333;58.1333333333333
52.484;102.666666666667;68.756;70.8;10.3933333333333;73768;9.37666666666667;54.4333333333333
52.862;102.666666666667;67.938;72.6333333333333;10.3933333333333;74108.6666666667;9.67333333333333;50.1333333333333
53.017;101.666666666667;65.37;74.8333333333333;11.8166666666667;74411.3333333333;11.8433333333333;47.2666666666667
53.186;94.6666666666667;60.372;77.6;13.48;74649;13.3533333333333;46.6666666666667
52.113;78.3333333333333;49.2;80.2;13.3566666666667;73959.3333333333;9.61666666666667;32.3666666666667
52.026;78.6666666666667;50.04;81.4;13.1666666666667;73657;9.15333333333333;43.5333333333333
52.991;82;54.931;83.9333333333333;14.67;74337.3333333333;13.6133333333333;55.5666666666667
54.065;80.6666666666667;53.946;85.9;15.2466666666667;74777.6666666667;14.39;49.2
53.643;80.3333333333333;52.122;87.8;15.77;75142.3333333333;14.9066666666667;51.9333333333333
54.292;78;48.102;90.7666666666667;16.4766666666667;75435.6666666667;15.0533333333333;45.8333333333333
53.615;69.3333333333333;43.174;92.5333333333333;16.6833333333333;75065.6666666667;11.75;37.9666666666667
52.736;64.3333333333333;40.686;93.6666666666667;17.0333333333333;74484.6666666667;12.8133333333333;37.7666666666667
53.019;58.3333333333333;39.4;95.4;16.78;74020.3333333333;12.42;37.2
52.819;51.3333333333333;39.275;97;16.25;73430;9.31666666666667;38.5
52.866;50;42.152;97.3333333333333;14.39;72835.3333333333;7.90666666666667;40.4666666666667
53.518;52.6666666666667;49.335;97.9333333333333;13.8333333333333;72976;8.10666666666667;51.4333333333333
54.725;58.3333333333333;55.18;98.9;13.25;73657.6666666667;8.39666666666667;55.9333333333333
55.805;65.3333333333333;60.647;100.133333333333;13.5266666666667;74568;9.14;63.0666666666667
56.947;73.6666666666667;63.208;101.433333333333;13.6066666666667;75858.3333333333;8.8;66.7666666666667
58.061;80;64.966;102.833333333333;13.7433333333333;77046.3333333333;9.17;60.2333333333333
59.06;86;66.168;104.1;14.7;78004;9.79666666666667;59.2333333333333
59.634;87.6666666666667;65.532;105.4;14.71;78820.3333333333;10.32;53.0333333333333
60.124;89.3333333333333;65.6;106.466666666667;13.6066666666667;79597;8.80333333333333;50.5666666666667
60.68;90.3333333333333;65.396;107.633333333333;13.3933333333333;80191;8.18333333333333;49.3333333333333
61.198;91.6666666666667;65.918;108.766666666667;13.02;80781.6666666667;7.46;47.7
62.155;92;66.756;109.733333333333;12.47;81197;7.10666666666667;48.5
62.632;91.6666666666667;68.345;111;11.9766666666667;81731.3333333333;7.16666666666667;51.2
63.231;91;71.265;112.2;11.0166666666667;82069.3333333333;6.89666666666667;51.0666666666667
63.482;91;75.221;113.133333333333;10.2733333333333;82372.3333333333;6.14;51.2
64.09;92;76.379;114.2;10.18;82809;5.52333333333333;51
64.413;94;76.241;115.3;10.0933333333333;83287.6666666667;5.35333333333333;50.9666666666667
64.837;95;76.041;116.233333333333;9.66;83844.3333333333;5.53666666666667;54.1666666666667
65.55;98.6666666666667;76.374;117.633333333333;10.3566666666667;84567.3333333333;5.65666666666667;56.7
66.145;102.333333333333;76.143;118.733333333333;10.9066666666667;85252;6.04333333333333;58.9666666666667
67.3;103.666666666667;76.517;120.1;11.38;86056;5.86333333333333;60.1666666666667
67.629;102.666666666667;74.86;121.266666666667;10.7533333333333;86721;5.72333333333333;56.1
68.489;103;75.456;122.733333333333;10.98;87490.6666666667;6.21;56.8666666666667
68.854;102.666666666667;75.502;124.1;11.0733333333333;88150.6666666667;7.01;56.2666666666667
69.763;103.333333333333;76.164;125.6;10.5133333333333;88848;7.72666666666667;55.7
70.471;102;75.667;126.933333333333;10.6433333333333;89566.3333333333;8.54;53.4333333333333
70.933;99;73.424;128.3;10.3666666666667;89997.6666666667;8.41;49.6
71.439;95.3333333333333;72.624;129.533333333333;9.88666666666667;90170.6666666667;7.84333333333333;45.6666666666667
71.62;95.6666666666667;71.099;131.1;9.81333333333333;90598.3333333333;7.65333333333333;47
72.447;93;71.822;132.766666666667;10.09701;91178.6666666667;7.76;48.7333333333333
72.632;87.3333333333333;69.06;134.5;10.3111133333333;91245.3333333333;7.74666666666667;49.5666666666667
72.637;82.6666666666667;65.137;136.5;10.4145566666667;91124.3333333333;7.47666666666667;45.7333333333333
72.088;72.3333333333333;61.529;138.066666666667;10.5986966666667;90754.3333333333;6.99;41.7666666666667
71.721;64.6666666666667;57.87;140.066666666667;10.20326;90262.3333333333;6.02333333333333;39.7666666666667
72.186;62.6666666666667;59.235;141.333333333333;9.92263633333333;89753;5.56;45.8666666666667
72.535;61;61.69;142.866666666667;9.68483333333333;89688.3333333333;5.37666666666667;52.8
72.875;59.6666666666667;63.044;144.2;9.40026966666667;89646.6666666667;4.54;49.8
73.63;61.3333333333333;66.259;145.466666666667;9.201196;89587.3333333333;3.89333333333333;51.5333333333333
74.34;62.3333333333333;68.794;146.733333333333;9.12891;89806.6666666667;3.68;53.9666666666667
75.069;62;68.953;147.866666666667;8.702114;89973.6666666667;3.08333333333333;52.3333333333333
75.896;64.3333333333333;71.295;149.2;8.87016666666667;90378.6666666667;3.07;52.7
75.988;66.3333333333333;71.62;150.5;8.40194533333333;90966;2.96;54.8333333333333
76.373;67;72.462;151.766666666667;8.14134033333333;91506.6666666667;2.96666666666667;50.3333333333333
76.765;70;74.964;152.666666666667;7.62341266666667;92102.6666666667;3.00333333333333;50.5666666666667
77.798;74.3333333333333;78.739;153.866666666667;7.552619;92840.6666666667;3.06;54.2666666666667
78.589;81.6666666666667;80.294;154.866666666667;7.847446;93599.6666666667;3.24333333333333;56.4666666666667
79.614;81.3333333333333;82.995;155.933333333333;8.59805633333333;94562;3.98666666666667;58.1333333333333
80.06;83.3333333333333;82.122;157.1;8.84038666666667;95502.3333333333;4.47666666666667;58.5
80.999;88.3333333333333;81.071;158.1;9.20777766666667;96367;5.28;58.2333333333333
81.224;86.6666666666667;79.263;159.433333333333;8.877768;97181;5.73666666666667;54.8666666666667
81.369;82.6666666666667;76.728;160.733333333333;8.23419466666667;97605;5.59666666666667;48.0333333333333
82.032;84;79.113;161.8;8.05534766666667;98095.3333333333;5.36666666666667;48.6333333333333
82.632;85;80.917;162.933333333333;7.641754;98606;5.26;46.2666666666667
83.215;83.6666666666667;83.035;164.033333333333;7.709533;99076;4.93;46.1
84.579;82;86.547;165;8.29787866666667;99830;5.02;50.6666666666667
85.288;82.3333333333333;86.314;166.066666666667;8.29121233333333;100543.666666667;5.09666666666667;50.8
86.285;84.6666666666667;85.426;167.133333333333;7.91643866666667;101227.666666667;4.97666666666667;52.9
86.952;87;85.718;168.1;8.073178;101936;5.06;53.5666666666667
88.274;85.3333333333333;86.798;169.166666666667;8.186717;102768.666666667;5.04666666666667;54.9
89.373;87;87.192;169.9;7.75893233333333;103423.666666667;5.04666666666667;55.9666666666667
90.032;89.3333333333333;88.081;170.866666666667;7.438872;104302.666666667;5.09;55.5333333333333
91.028;91.3333333333333;89.902;171.9;7.25730233333333;105019.333333333;5.05333333333333;53.2
91.63;90.3333333333333;92.391;172.866666666667;7.25402233333333;105719.333333333;4.97666666666667;50.6666666666667
92.685;89;94.907;173.9;7.12683966666667;106319.333333333;4.82333333333333;49.0666666666667
94.093;87;97.186;174.866666666667;7.24888;106995;4.25333333333333;47.9
94.892;91.3333333333333;98.024;175.633333333333;7.403585;107656.666666667;4.40666666666667;51.5666666666667
95.677;87.3333333333333;98.869;176.466666666667;7.738697;108356.666666667;4.45333333333333;54.1333333333333
96.794;85;99.452;177.4;8.10152233333333;108964.666666667;4.65;55.1333333333333
98.514;86;100.672;178.4;8.238107;109740.333333333;5.04333333333333;57.7
98.764;89;101.689;179.566666666667;8.32896366666667;110384.666666667;5.52;55.8
100.315;84.6666666666667;100.786;180.7;8.59494433333333;110849.333333333;5.71333333333333;53.1
100.2;79.3333333333333;98.718;181.9;8.31590566666667;111231.666666667;6.01666666666667;50.7
100.721;77;98.807;183;8.21449233333333;111547;6.01666666666667;47.0333333333333
100.597;72;99.342;184.333333333333;7.88211533333333;111604.333333333;4.81666666666667;42.5
100.906;61;100.714;185.466666666667;8.03836;111094.333333333;3.66;42.4
100.551;54.3333333333333;101.166;186.733333333333;7.948781;110519;3.17;45.3333333333333
100.948;46;100.206;187.966666666667;7.92274633333333;109620.333333333;1.90666666666667;43.4
101.633;46;102.707;189;7.95535;109085.666666667;1.72333333333333;50.2
102.186;46;105.066;189.966666666667;8.02348466666667;108843.333333333;1.71666666666667;53.0333333333333
102.788;42.6666666666667;105.582;190.966666666667;7.62518166666667;108687.333333333;1.64333333333333;50.3333333333333
102.84;39.6666666666667;107.242;191.833333333333;7.59985833333333;108708.333333333;1.33333333333333;49.7
103.148;40.3333333333333;108.329;192.466666666667;7.11783633333333;108470;1.15666666666667;48.8
104.031;37;111.06;192.8;6.47380933333333;108253;1.04;48.0333333333333
105.926;37.3333333333333;116.766;193.566666666667;6.80608966666667;108306;0.93;52.2
106.621;37.3333333333333;119.753;194.066666666667;6.66228966666667;108635;0.916666666666667;57.9
107.402;39;120.936;195;6.27387033333333;109002.666666667;0.916666666666667;60.4333333333333
108.325;38.3333333333333;125.696;196.233333333333;6.663286;109675;1.07666666666667;60.8333333333333
109.287;37;126.994;197.066666666667;6.451378;110000.666666667;1.48666666666667;58.6
109.977;37;127.747;198.266666666667;6.187212;110527.333333333;2.00666666666667;56.5666666666667
110.786;40.6666666666667;130.259;199.5;5.96473266666667;110935;2.53666666666667;55.4333333333333
111.502;38.6666666666667;133.311;200.466666666667;5.97114;111596;2.86333333333333;52.0333333333333
112.56;37.6666666666667;134.634;201.1;5.98124066666667;112249;3.36;54.0333333333333
112.928;37.6666666666667;134.7;202.466666666667;6.33631733333333;112778.333333333;3.82666666666667;56.2
114.264;38;133.477;203.7;6.30610133333333;113551.333333333;4.39333333333333;54.9
115.022;33;127.572;205.433333333333;6.73517533333333;113968.333333333;4.70333333333333;53.9666666666667
115.25;29.6666666666667;120.102;206.766666666667;6.59342033333333;114277.666666667;4.90666666666667;52.6
115.681;30.3333333333333;113.763;207.833333333333;6.28219866666667;114695.666666667;4.90333333333333;51.0666666666667
115.696;30;108.831;208.993333333333;6.29545766666667;115136.333333333;4.98333333333333;50.8
117.056;27.3333333333333;105.552;210.096666666667;6.491977;115349.333333333;4.73666666666667;52.7333333333333
118.425;24;99.644;211.204;6.63222;115381;4.30333333333333;51
118.374;21.6666666666667;92.11;212.626666666667;6.507129;115670.333333333;3.39;49.9
118.631;20.6666666666667;85.698;213.941666666667;6.751484;115525.666666667;2.04333333333333;49.5333333333333
119.46;17.6666666666667;82.692;215.007;6.99;115022;1.62666666666667;49.1333333333333
119.308;15.3333333333333;79.154;216.493333333333;7.20666666666667;114461.666666667;1.49333333333333;47.4
117.369;13.3333333333333;74.201;216.836;8.84333333333333;113189;0.296666666666667;36.0666666666667
